#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50
sp105	0	76949	72891	0	107238	152603	0	112713	20060	45218	35929	0	62891	82254	98680	129617	35341	161841	63152	163972	35111	5	74977	0	171542	110424	134571	35853	4438	17169	0	54383	132198	0	152383	181886	100788	137664	148937	0	5294	0	14879	0	151123	0	0	0	0	0
sp106	0	30113	122170	0	22	138178	0	96580	116424	0	78082	0	79783	99931	73048	135552	116045	167354	164247	112007	177052	0	41227	0	117198	2811	101294	0	145728	21416	0	187787	169640	0	97278	24	118021	119279	194399	0	154686	0	101738	0	87638	0	0	2163	0	0
sp107	26020	118191	78813	0	11460	43212	0	179939	178151	3148	58823	18805	19407	79365	460	183455	6488	191060	144625	105805	108799	0	196101	0	20808	127809	102584	23163	137848	189371	5354	46871	67168	0	65181	6984	164600	125485	146109	0	2957	0	155309	0	155788	54077	0	93950	0	0
sp108	0	68579	36749	0	0	10184	0	94191	187307	0	0	0	108104	35585	3462	0	0	0	122481	73918	0	0	0	0	0	53028	0	0	110235	0	0	72070	34175	56	194259	0	0	37994	157610	595	125809	0	9721	0	1425	0	54	7	0	0
sp109	0	0	0	0	0	0	0	60647	0	0	0	0	0	83414	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1976	0	0	15486	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
sp110	181749	4107	109425	22201	377	9256	110972	16231	11018	16008	4239	66831	0	113761	33532	158744	80365	0	145446	0	0	87690	197822	104475	92299	924	130743	42178	0	4525	8543	1	117236	107742	54111	0	12236	0	4	0	0	73689	0	104278	0	122798	100200	124341	1848	61636
sp111	0	145252	81274	0	16764	36589	0	132242	112832	8311	193882	0	130156	0	0	591	3141	130535	5	169230	99092	0	1	0	75672	43295	80404	0	43633	112978	0	63868	5238	0	122170	62500	187259	108798	199418	0	97454	0	159398	0	148614	0	0	0	0	0
sp112	534	203440	73117	997	178379	34848	62834	186949	1076	0	180227	0	127687	112340	142407	179975	0	177625	1733	324841	119235	125413	202	11068	253315	4229	24525	172713	120224	74659	4	251007	126991	24229	163149	53609	237883	179341	216290	58656	123931	81074	306789	33927	211118	158084	25747	30974	0	163095
sp113	51934	0	107232	0	0	0	0	0	178512	140342	34073	63341	46487	0	0	13077	194620	53761	70257	0	0	0	428	0	5	171854	87302	0	100176	69790	0	0	0	0	0	72367	0	17521	0	0	0	0	0	0	0	0	0	84861	0	0
sp114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp115	0	0	0	0	0	1	0	17	6576	70981	0	0	59585	0	1	112756	70576	33926	170	71565	46619	0	40976	130054	132	0	80116	0	0	0	60248	0	119238	100805	0	0	4	0	0	0	18203	1087	142446	3195	145763	102994	143154	127033	0	0
sp116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp117	120137	41784	31891	183964	195117	167361	24003	28058	189334	94209	77251	139816	71575	32001	77562	74399	118686	59032	37688	140644	105301	167662	16467	106666	172567	17466	177184	39613	163588	189543	26534	49591	9906	17729	134856	92983	72232	119795	111639	176277	113430	58369	30553	159947	75178	73444	89677	71279	175465	130291
sp118	0	130678	0	56071	0	0	31353	58477	0	121000	182601	8474	15082	0	37803	50761	76723	70805	106071	0	69623	122571	123895	4	103627	65226	0	143745	58743	68245	0	71458	1	84349	0	264	0	183993	128574	68198	0	135869	55703	0	5891	0	225	4118	1	0
sp119	34609	0	0	63914	11457	0	80991	1468	0	0	29412	0	113130	0	79687	0	30056	42883	0	0	53181	0	28372	4970	0	39595	0	0	12576	21277	0	0	3705	70673	0	57069	0	96531	61547	598	37213	121018	76330	76	0	0	74981	58506	0	82145
sp120	101348	0	0	0	0	0	0	0	169698	0	95258	0	0	0	48812	0	0	72	0	0	0	0	95984	0	50273	0	0	53267	0	0	0	0	0	2778	11530	0	0	0	30277	0	0	0	0	102982	0	4	114	0	0	0
sp121	0	155171	133935	105362	26437	177137	91713	56012	1	0	0	5484	685	165938	0	0	0	39901	118247	0	0	41626	0	1	0	40778	0	0	147340	0	92469	98507	0	0	5	43846	29978	73661	0	99582	31201	64869	0	0	0	1182	0	982	0	122806
sp122	0	0	0	0	0	80295	73345	0	27196	0	0	0	0	0	0	38885	0	0	0	0	80207	48507	0	0	28727	0	0	0	0	0	0	0	0	0	53087	0	0	0	22	0	0	0	0	0	0	55837	0	61465	0	5842
sp123	58407	143577	194909	33018	44619	36451	152519	177293	1	112372	2294	151994	170002	170384	12504	70833	68974	73000	17538	158996	31680	128250	101419	127829	19568	132727	141586	159841	79308	86995	172552	64524	120910	30704	43246	53026	161403	2009	74195	160314	170307	12019	78069	107731	181924	34213	19831	88429	162056	86088
sp124	187833	166013	20453	168538	186975	10959	9744	151218	76983	84164	170347	140909	195247	199962	173655	141245	61157	137344	151711	50238	0	117322	127702	159983	18275	139922	101444	157916	110856	145563	150470	169713	138686	177918	17277	58296	184515	33652	156765	140922	159566	97797	115554	16810	40996	2	158553	0	127638	171458
sp125	26369	139057	130759	66272	65	17712	0	77066	140875	55174	32666	172715	171451	101164	77326	47705	94104	127053	139008	151050	0	66621	294	165210	106600	16110	160836	63344	77720	57118	141909	173772	1073	147137	84971	83820	149361	169587	25999	347	157034	190562	95991	191783	136041	4	164183	30747	85210	75436
sp126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp127	74296	25655	57995	125331	180187	193397	18516	4083	76978	23096	14424	171324	40294	121925	17445	33644	30000	134615	119811	62021	131614	27864	175552	48132	120511	137042	71721	98028	47250	99138	173279	69424	140103	183265	140975	186773	165558	159156	71186	3896	159410	68085	152285	100707	112036	62365	93142	64663	106838	33669
sp128	61761	2	47067	38313	68278	92465	0	49998	35622	106107	39538	23774	90699	77494	0	3516	8917	18390	0	44028	79458	48916	0	99227	42601	0	17011	145615	103295	1435	113012	0	0	0	1	41324	73571	12908	0	55496	94503	6899	25295	89427	82	79516	0	78516	40859	3044
sp129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72495	0	0	0	0	0	0	0	0	97490	0	0	0	9	111194	126323	0	0	0	35669	0	57694	0	0	0	0	0	0	0	0	0	0	0	0
sp130	65015	120239	147585	46276	95744	72404	38254	4422	27897	2463	151495	24400	62299	35123	86071	166099	20	140964	170986	11527	18339	157876	10792	39730	108360	49083	87748	6445	165493	120351	0	0	199377	58729	166038	74983	149995	106128	123347	10315	2569	153073	143179	81547	150006	161239	103396	176101	69193	182155
sp131	160419	123767	58658	5320	11452	82615	105772	192207	72176	167106	182061	174344	150252	73622	29054	145277	122579	113495	70908	190850	73541	184823	3977	166788	81935	7969	167300	2122	102977	76095	84218	0	96551	22210	106782	117773	23430	39559	183999	166196	169918	174250	158051	159271	139986	135010	76661	142335	133166	144748
sp132	133817	10147	195668	3	113402	150870	82252	52231	163260	149645	138560	166102	72320	6939	183477	136333	79812	323	68987	113407	149475	3887	196487	129528	50176	119736	74124	113347	143297	84508	3867	70685	152834	185614	39750	81205	164369	188450	27057	74889	35381	115040	1463	50986	187509	23264	42355	125697	32847	162895
sp133	0	1158	0	166752	70183	12342	41924	30705	0	0	9627	0	0	0	0	74830	0	167267	0	0	0	0	20326	0	141031	0	352	0	22685	0	37660	0	0	56170	0	0	8256	0	21534	0	39562	0	73688	1	27278	368	0	68438	61097	39462
sp134	77434	109964	56056	47491	108689	69815	47455	109274	192753	171386	81933	132734	139837	138904	108503	56208	0	26054	32424	108523	88007	3639	158178	53522	53508	46171	41274	60736	116814	3	0	0	65960	109020	116011	8055	125483	0	125308	13881	25496	40041	122056	44604	97802	70795	34915	46228	94636	156644
sp135	67007	0	0	65921	21757	49442	82060	171917	67796	118400	66550	51708	32246	168436	124763	133078	1	32739	56583	0	49451	92248	0	80898	1389	868	105359	1812	35198	0	0	0	62235	0	114254	122945	0	0	0	91111	148841	85293	182065	89502	0	3914	0	46685	0	80434
sp136	64994	46222	154243	32769	127950	68971	4	36945	81512	110307	93676	138808	136580	9590	0	15055	0	0	42112	16425	77024	6	189786	0	151103	64	161041	48623	94103	42477	0	0	169420	0	15181	71195	197708	0	119657	40792	3419	19172	45556	134635	67288	31437	77100	104990	4	122070
sp137	95286	127316	62434	88863	37128	119768	141796	172181	0	45030	0	0	0	96479	86792	63717	129059	102282	46932	97878	0	86444	0	161773	0	41828	63	106801	43423	17028	184679	165448	0	139542	86506	0	0	36183	17	114621	27423	46732	0	0	55142	320	80947	1	64676	2559
sp138	17930	0	0	0	0	0	0	153	108	68619	89081	174503	0	0	43	0	0	1759	0	0	38732	45377	162898	947	25195	0	57468	0	0	283	0	0	0	34195	0	59355	0	0	0	52312	0	0	100839	4	0	5958	0	88785	51393	94465
sp139	163157	111773	58805	212833	141666	299898	144692	234405	233492	73762	103515	233141	233306	225794	229365	158733	157595	374891	203652	226954	252262	202907	48995	327382	166309	282105	72390	116287	328248	109941	300098	201411	210241	176685	159071	127630	206476	124884	286058	118007	231832	159557	172564	303758	80855	193481	228325	95775	200659	99508
sp140	0	172556	140714	95238	151031	0	33733	46480	887	33123	103294	17737	92574	0	62265	61502	142429	129743	21252	137537	56198	64286	13034	0	14611	101024	69992	83795	249	58990	50555	0	60478	30813	110819	46302	98990	92905	0	3759	10182	132838	1	72838	127717	45169	1202	0	69	5078
sp141	383	174103	95391	91787	176275	100315	141130	36482	34913	57155	0	26131	139895	105478	98827	165477	130556	57159	120973	174976	86618	181198	8576	101258	106720	121926	99336	111758	51551	38273	83602	21442	94690	9102	82918	12927	15566	165404	125597	822	197093	176335	100692	149894	8053	56861	146113	126532	84801	75998
sp142	160545	0	0	80839	0	231178	160522	115855	0	0	0	43502	25525	248539	181948	0	0	0	200957	13	38098	82463	64352	196583	0	93879	24	107728	0	207419	76428	224291	0	23181	187821	0	644	166139	214773	0	88862	79956	157324	0	0	152310	170895	136230	160525	142829
sp143	25548	32	1	78204	0	52719	15430	101407	8513	71192	41749	78809	37285	60863	91867	0	22244	165938	54992	31687	80475	92938	45609	32543	96286	87960	149370	25091	31482	9841	27566	44280	0	92448	0	1021	65391	0	24843	63926	50314	129377	75319	103933	17802	4583	36694	62487	0	72606
sp144	98877	86977	51838	0	142255	0	48145	0	0	166560	136418	2050	0	283	0	56305	6729	0	9159	52433	83890	51057	19135	0	77281	0	23983	84037	0	87744	0	0	164260	0	127154	20286	30373	60853	34387	68079	5657	0	0	82	105813	0	1	0	49462	11168
sp145	18333	85950	64455	140345	42253	231764	161660	59640	104612	4371	4905	79644	135731	82805	197012	144162	172566	207179	57895	110886	89843	92463	0	149524	108900	216347	68895	52416	212831	45571	213167	210351	16641	153851	80735	49258	145132	159478	154985	56589	95389	136195	76352	182049	572	167780	183156	81622	62366	404
sp146	117314	187273	88072	32959	83740	172302	27412	150079	14390	59798	9137	117873	49058	140989	22370	131581	87980	50977	31735	97589	47151	125916	15948	181716	112824	193129	98459	8041	96101	41950	66378	103392	81310	58636	4682	131187	151221	104233	24693	184951	130561	7321	114277	61178	11140	9319	198816	113270	186452	122292
sp147	104310	0	0	0	115188	0	0	3186	0	100267	754	81190	0	37858	0	0	0	0	0	32	64341	386	146497	0	0	0	0	82369	0	62474	0	0	0	0	91284	131376	0	0	0	12934	0	52506	214	0	169716	0	0	0	61629	71687
sp148	23738	157235	49645	220855	0	140025	140542	127132	129966	65166	149685	0	153744	150444	166266	54387	149795	25530	109137	137126	107510	203390	14285	124131	139002	187958	84808	103891	229632	29545	191069	111357	51010	174040	0	8946	232938	51324	136173	161474	268514	43490	124592	180078	0	107093	143894	113774	177419	121323
sp149	139621	299	136545	81937	0	0	193890	37	52458	0	19	0	102345	103036	0	0	190536	41621	85926	155940	155889	127033	0	1	158361	0	885	13899	2987	0	169555	158912	53088	0	86794	0	27135	191767	7246	76116	50331	80733	49759	160267	117504	123162	85884	30650	0	19309
sp150	0	15827	24575	0	197519	160417	0	156691	1	185323	64706	106711	71924	0	195369	110814	0	165348	125914	0	0	0	85278	119513	29448	185097	162045	154920	121280	145508	25	0	13967	205958	109190	120689	87577	0	180749	121824	109	72030	28208	0	76179	108328	161	141919	185747	102290
