#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50
sp109	23538	45308	42366	74362	0	10739	97034	0	8605	26816	32950	15	46744	0	0	130458	34	0	68938	132805	0	0	25	39578	0	2999	86173	0	0	109639	0	30319	0	19136	0	6	10652	75005	0	86746	5372	111162	80292	92318	35035	0	0	21097	0	0
sp110	52939	0	42068	0	0	0	55826	0	0	0	0	0	3701	0	127327	0	3151	0	0	0	0	0	4109	18045	0	1206	3828	87597	73308	0	0	0	0	8007	0	0	0	0	0	0	30453	64666	0	0	0	642	0	0	0	0
sp111	0	28381	0	0	195255	286307	4	160149	0	0	47270	13923	150612	102169	79887	121728	0	243793	91347	43604	283813	105528	0	0	134696	35793	181235	0	0	166	31621	283427	195726	131780	160832	0	196096	0	152610	1183	118827	0	160090	0	306463	64385	37971	117745	55990	92312
sp112	0	0	569	0	0	0	12	0	153116	0	0	0	0	12	0	1307	0	0	0	0	0	69056	0	0	0	0	0	0	25542	0	0	0	0	0	81890	48693	0	127717	0	0	0	125179	0	0	0	0	0	0	0	80267
sp113	136767	19766	88646	50080	23415	141777	105774	74226	1	98924	78240	99513	196928	100326	83208	4885	16185	144101	76693	0	163563	130721	91624	63234	105385	111945	178481	151332	131975	92624	6001	126522	94152	142797	63500	51328	48985	0	176919	0	178613	21912	105811	12316	189198	152917	60129	2252	81	3602
sp114	107565	41372	32897	0	0	98331	578	0	0	43	187637	0	0	0	123506	0	0	0	0	20	164444	0	30289	61114	91877	130727	0	31079	0	0	0	0	0	0	0	0	148516	0	24632	136897	141609	0	0	119485	17386	0	0	90408	70808	0
sp115	100888	132633	0	10047	147452	47985	19031	152546	43771	23077	28525	26592	0	123455	0	40922	0	5241	157071	7502	78491	97601	2	40972	25	5	58820	0	102801	141101	20329	119575	54780	128528	108287	97754	102248	131104	148517	0	0	51335	116226	91	1661	55437	30536	0	0	0
sp116	73232	105873	28500	149455	137709	0	141259	85766	143040	102115	0	169671	79686	13	0	119529	178350	173215	102313	120840	0	102009	37124	112157	95622	0	154581	2265	166153	140327	5531	154656	94634	47561	182172	190398	0	80674	35997	0	0	121794	198442	6131	166485	185927	73452	87615	0	65901
sp117	0	0	0	0	1	0	0	1	71041	0	23135	158770	100119	108491	7	0	0	162181	0	0	0	102061	0	4	0	0	177391	0	66611	110621	0	170421	129858	1186	12957	5991	0	0	0	0	229	32546	0	0	50844	0	0	85807	73677	130631
sp118	0	478	0	0	50707	0	0	0	0	0	0	56830	0	1734	0	134585	0	10778	0	0	0	134138	0	0	0	0	0	0	0	92835	51940	0	0	0	140903	79131	0	0	0	0	0	0	0	0	9	26409	0	0	36262	0
sp119	0	102328	0	124153	0	0	0	20931	0	0	0	0	0	0	0	409	220322	0	1	1087	0	16481	0	60323	0	0	0	163559	193905	49513	0	0	0	113787	0	0	0	43978	0	0	0	164639	0	0	0	0	0	0	0	62245
sp120	0	3	18973	49407	119180	139009	0	0	99241	128765	12601	19770	0	57984	453	0	0	94879	57928	35632	139011	0	154312	120	158253	107331	115479	0	0	0	135439	26254	156926	0	0	15	95300	40405	169145	19190	0	10503	88372	77222	83563	153526	107898	0	6987	0
sp121	193	0	148469	0	84548	268159	123485	109860	41648	207698	45665	45114	113083	44523	95803	13270	0	123380	13866	133024	0	58828	116699	241	146155	140066	182905	0	0	32277	122031	76580	180974	0	113043	103024	0	0	138034	75	0	1514	105065	111046	91483	0	179898	75941	135602	57019
sp122	47657	24190	112200	48629	153952	0	135091	0	79911	30793	14531	34527	124530	163299	64782	69789	7062	0	105207	0	159150	94477	0	0	72283	96353	21056	74588	63283	8413	162914	71709	113994	84981	142838	133077	171974	56342	51057	0	0	43233	171958	0	139886	48271	0	20604	81475	131762
sp123	77501	90445	88953	0	59098	159162	95914	88	96910	163751	167371	44318	127031	62310	116094	53222	0	168757	43230	14839	60747	72864	134346	95223	115222	114309	83537	0	0	1324	28359	98425	150302	0	36204	111520	38027	133556	190083	13438	185572	26823	82874	80661	82725	126111	110739	64638	66437	36739
sp124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp125	170120	57182	0	0	172810	4128	23763	1275	0	191659	73628	125069	172695	186276	99173	144943	0	101661	0	52861	124550	145922	102874	0	159028	0	129001	0	0	122740	3736	224	155919	0	112032	165917	191300	0	23941	1	183448	0	151375	66691	60959	153289	0	149196	121553	0
sp126	0	10	50410	111581	0	0	128268	0	150496	0	0	0	0	18187	0	0	145210	75178	116527	0	0	0	454	172133	5880	55799	0	146290	110995	0	0	47287	0	169972	55	0	0	82851	40580	0	544	133958	3540	0	0	0	0	0	3	0
sp127	27039	0	0	0	0	0	0	40766	0	18744	0	33284	102908	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	28857	35125	0	40359	0	0	0	15849	0	13350	21	44034	105259	18895	2286
sp128	0	0	75872	0	0	106299	0	108581	0	0	0	0	0	0	71854	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	108660	0	0	0	0	0	0	1	0	0	0	0	0	0	0	86563	0	0	146464
sp129	0	0	0	0	0	0	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	72983	0	316	154783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	42224	0	0
sp130	0	0	0	0	0	112023	0	0	0	0	87451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132434	0	0	0	0	0	0	0	0	0	0	0	33585	177461	0	0	0	0	0	0	0	0
sp131	141427	151680	52561	168299	1766	0	84425	73382	7	4488	0	24194	64636	0	58277	67575	131781	9255	74778	157718	125475	0	67958	89861	182842	166718	49244	120621	0	94157	74655	115458	119446	9349	19260	2407	33558	9	119116	41529	26996	0	139071	184206	74012	109675	75040	47297	9985	83957
sp132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp133	151019	149050	156808	127381	102080	3	82352	91658	169696	58435	15596	87063	139133	180958	9152	163563	177267	62990	96019	92901	38146	113643	185569	99766	21458	93926	380	21344	0	126843	112898	98903	124240	111512	121510	101134	141929	176814	179419	63334	387	0	85450	51753	164662	68033	119280	154835	48395	124337
sp134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp135	23837	150080	60438	181224	50189	30079	138427	177088	142571	96257	11	137452	88513	141659	131451	193964	147616	130235	35882	113256	75496	19092	51193	1	193473	95436	67	186655	164314	40073	198669	91663	50764	40151	53839	179280	6953	127500	162955	10622	138126	79	5517	167827	27872	139897	18817	22	162914	105065
sp136	115718	59781	43	79723	1439	14409	12270	877	228	35645	89780	127401	139829	0	163724	114093	11	42870	87871	101293	97752	118510	33065	60581	108931	102	104897	179175	36155	16	26710	0	113958	189116	97	28550	60978	137976	158894	0	186882	42545	0	0	0	147430	125809	1476	14876	3
sp137	88389	140930	158120	42139	48141	44335	80688	60625	157901	61031	105463	179127	163513	165374	25386	44896	8303	97975	56963	105873	92853	132364	162372	0	167279	65859	0	195401	0	104724	17209	133683	115433	60993	12583	129486	71009	134842	179389	47609	358	0	52748	113062	56928	4447	121642	42046	71957	152704
sp138	132365	0	105384	141599	4295	187331	179916	47803	155075	18390	32450	126083	57250	0	176243	0	0	129972	136289	162465	141008	137156	48015	122134	12534	132405	0	107300	2	151694	134401	34266	166308	157101	27953	77843	49238	87552	106900	105198	4995	56764	183264	63047	1	0	48844	174	29764	33716
sp139	98411	5721	0	26664	2175	0	40	0	159447	37594	27992	60888	132920	109340	0	75973	0	39601	147056	0	21270	0	8013	0	33024	0	0	574	74836	0	15295	122757	37558	0	252	43678	54226	0	141525	0	1097	0	120654	121567	0	5037	12545	0	15951	0
sp140	89957	0	62858	0	222	0	24035	0	32922	0	29126	20122	0	52344	5556	62785	33423	0	21519	17	0	0	34101	0	0	26505	0	18822	0	0	56321	0	0	0	17190	53441	0	22092	83988	37	0	2938	67254	9	0	14	1349	0	44443	16475
sp141	43612	127107	59662	192371	17664	32906	26795	192720	128767	28657	12663	89962	193649	65850	118590	102082	48902	96906	23853	172165	139195	187787	84550	48991	132744	61606	58336	16212	106202	173898	153855	189078	45730	197997	110348	197948	191058	155005	63599	39801	99140	0	131399	115855	106311	117781	174345	131981	83091	114690
sp142	31935	0	172099	82501	92762	0	0	180507	141607	7399	0	0	49	197186	108557	0	0	124618	0	15910	0	74	13	0	0	124610	0	136977	11056	39766	174747	0	0	190492	51635	45353	103999	0	117383	131682	0	0	148241	1434	155814	124692	0	82252	57	193815
sp143	97444	152094	37994	91	0	70128	185000	0	37942	64600	89671	115659	97437	0	6399	114182	107317	0	131283	16001	45750	73027	170808	181231	122968	0	123209	0	794	70813	0	66337	113833	0	0	5890	27912	70078	19132	0	63288	25209	0	66206	0	0	162916	3	47333	0
sp144	0	0	12250	0	0	156401	11931	37144	93160	138	58599	8682	0	1852	86325	0	0	37551	0	114320	0	9452	0	0	0	0	45230	0	79213	0	0	19566	0	54521	99511	39813	31897	67166	0	93230	0	70573	0	0	88320	71600	0	0	0	0
sp145	0	143431	125569	6071	29427	1585	38201	22788	35271	166598	154	0	13783	108648	114910	183955	39571	0	137646	84335	163500	7298	125145	0	177772	51537	49943	28428	1	0	168399	104187	34001	23	101303	0	43	130633	143970	12254	0	0	70968	98852	58874	159144	29026	3891	142721	15
sp146	72857	0	0	57835	149823	0	0	18128	0	0	0	13138	0	255	0	0	63529	70832	9024	0	0	2915	1438	155665	0	88330	0	0	0	100872	54968	0	89	0	0	0	82334	0	65281	0	170236	73671	99079	91815	0	0	0	96734	0	34351
sp147	180711	14909	0	40485	5299	193263	128161	0	0	0	309	140721	0	0	20	66	95544	103874	132842	28662	0	144565	93272	111449	1496	70865	122588	0	19948	125307	0	55071	104	0	16425	110314	78616	92104	42	0	50822	90157	1659	64176	0	0	88303	0	0	0
sp148	0	0	0	0	0	89854	0	0	0	0	0	0	44044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9167	0	122626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp149	3	133014	100996	0	29836	0	0	36944	151669	163815	161537	0	125707	196996	101650	114864	86886	0	0	77	102611	140213	13	0	149555	0	122959	0	0	59518	471	157433	33512	0	0	10	0	0	0	62770	0	116795	0	0	69594	39650	115497	0	197518	159743
sp150	182177	72363	0	53886	168955	0	130282	42063	155838	0	0	112516	0	0	7356	112860	0	171493	125620	142514	0	1	78122	150544	61502	3891	0	73329	174991	7794	11434	64462	149	131020	133632	0	59277	36254	134222	122808	162158	73698	198051	179675	53939	19895	30913	195980	0	0
sp151	0	0	92359	20414	0	242	58090	123491	0	63691	9	338	0	0	14151	0	170	67328	19542	31526	6429	16452	94485	0	18	91588	98657	247	0	158848	129521	24102	115568	0	80581	52844	12163	166506	1052	15884	0	0	0	0	0	36303	97219	0	0	0
sp152	0	0	0	156365	87079	54846	12430	7144	0	0	191334	11644	33926	153520	0	80390	25200	0	0	0	101340	161781	77577	0	255	81740	158167	3630	3164	0	156236	107141	153161	0	0	115775	167099	56367	51122	33416	0	0	0	0	169990	114573	0	61615	43022	0
sp153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp154	9508	106866	32257	79635	173191	10	117550	0	0	48489	68197	136862	70684	58468	130343	64288	187490	138066	0	2021	112587	38858	111631	0	0	155938	7576	21426	44847	20999	65	74549	19517	2837	0	0	24740	115032	157092	0	132295	55784	116836	96411	69592	0	61467	0	0	192130
sp155	70561	74599	141591	4830	0	62442	0	75626	113010	0	0	0	0	0	19125	75875	0	0	122566	79144	109665	121530	4108	127888	161637	0	112299	1320	0	69991	154256	0	4377	0	119003	17626	0	0	50549	158972	0	41643	319	0	4743	186630	144642	38334	158379	0
sp156	0	0	2207	0	0	0	0	0	0	0	125731	191089	0	137416	0	0	66286	0	5986	0	0	0	0	851	0	94433	0	0	47	0	0	29454	108518	43	299	6	0	0	2	0	110055	0	0	69305	0	0	4	78434	0	0
sp157	177629	300786	141861	91429	213131	2409	205252	289084	227330	191956	227	0	201081	40745	241061	146223	96846	84678	91875	29548	114249	215501	88147	99049	129075	32313	223633	157141	167888	190845	191337	164861	21346	196929	132517	94166	252469	155206	77398	130522	44458	270212	283026	130437	204212	164540	89745	33655	210700	321917
sp158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp159	0	0	0	0	0	0	0	19825	0	0	1	35264	0	52349	0	80577	0	177463	69147	0	3890	0	0	0	142	0	130285	0	0	2449	47720	154966	132884	85857	71932	0	22539	0	0	0	113152	0	182229	74623	107411	91894	0	0	0	0
sp160	198677	145675	93964	194713	0	5083	175956	0	63589	111965	44117	180910	51991	11	142928	0	193976	0	120795	102075	36308	0	97305	78400	51410	139519	0	76473	182668	68570	19	2266	340	7001	0	123430	0	100575	27252	121847	12	181252	0	30021	0	102997	109516	103566	5	57962
sp161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp162	111593	1835	29861	0	93795	0	149034	119480	35829	274	0	0	149050	0	4744	14724	90886	1136	0	57209	0	191401	156095	174753	3	187343	0	22734	139048	0	873	0	3	18247	0	183029	79372	65462	187685	199857	75450	0	0	0	79260	5	112758	127449	193232	186389
sp163	0	0	26204	0	0	101136	0	2	52790	19386	1	0	0	0	47329	0	0	3762	0	162337	0	64377	149372	89626	105491	119833	0	70144	0	0	0	15566	0	0	0	0	37147	0	0	22477	0	0	18513	0	315	96	34291	22396	62591	0
sp164	185343	110527	137098	193570	153996	102598	185598	53021	34769	30114	95247	108054	83693	15139	151106	155682	150231	24335	133835	10160	152616	141668	275	62627	53977	67	169223	131018	175314	183177	103945	38918	9935	117709	155366	159834	4061	190197	160523	188301	105480	144635	34311	152271	21317	51011	5437	11136	78707	84006
sp165	0	0	0	0	0	123495	0	0	113934	0	0	0	0	0	127766	8	0	0	0	190551	0	120009	301775	175994	195064	187103	88	0	0	0	0	0	162947	0	0	0	75938	0	96633	0	37	0	0	0	0	0	204	0	206476	0
sp166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp167	151584	55792	187001	175427	181269	28309	151215	153242	53930	62639	28626	65507	115870	164360	86020	55170	142366	81764	195931	76542	138353	0	0	1	0	0	91844	42300	192799	57634	44567	1908	0	78747	170613	169540	103474	154787	65395	120360	127232	152806	29495	121018	105918	156675	197918	25337	6	187575
sp168	3757	82385	160539	19078	132247	0	96196	102839	0	174961	122527	116240	98198	74884	0	93118	119772	19840	0	0	175184	0	0	76	0	0	40850	20626	122125	100724	70775	73406	18502	205556	34963	76888	14042	25308	0	87889	95284	128188	56726	12485	4552	95323	94304	170722	0	173781
sp169	190000	114746	0	46858	107475	70848	0	143489	67981	0	81280	66117	80754	8	0	28102	50111	169374	37228	138730	120604	147004	0	101893	161386	104660	4178	72147	0	12270	86193	137569	120896	49225	39668	157694	33041	182948	63445	80558	67993	246	79944	114755	0	43695	0	106121	93557	18182
sp170	107113	66188	183212	120931	127944	23849	69533	116391	71795	157916	148636	87358	189943	38977	6029	0	0	153296	15162	78397	74431	142900	134648	0	2375	81252	33064	144228	135023	70134	158456	175260	114079	121884	169917	53422	75576	39320	102733	25489	129068	171048	36862	69737	151555	86148	77575	154086	55250	59462
sp171	117139	60415	150744	50242	165752	66952	25843	179639	196506	75979	69267	185056	168419	140888	193505	132621	47768	6327	20112	76750	67148	52951	105553	97915	187234	172527	35634	64527	148	44786	58762	55003	95667	50273	117344	99796	121811	34263	115775	57864	71580	97502	5179	144921	84061	163717	52722	178820	172679	182502
sp172	0	1001	0	0	0	0	0	0	0	0	0	0	0	7180	0	0	0	0	728	0	0	12819	0	207	0	0	9441	0	0	0	0	0	95649	0	0	0	0	0	0	0	0	0	0	0	0	78116	0	98438	0	0
sp173	123446	4190	87408	191243	49918	144237	62683	134442	125077	47808	173787	175239	94802	168830	168299	74844	151732	15682	68455	164593	83721	109703	78810	43524	45820	181060	7153	165838	124290	118282	63436	118069	40132	121698	98914	90101	170838	86080	136639	45133	119436	5422	79065	183605	43828	16190	154550	54004	68391	166836
sp174	138771	311075	177422	6820	444716	393223	85204	147166	349524	502390	0	89096	652025	118193	540859	93664	464688	119249	121558	32176	56388	46315	120723	659206	214488	106935	347673	525273	430113	458254	216064	0	495334	4	540743	556937	441123	399893	386237	437211	461471	208235	364746	0	0	284965	259706	322629	225325	0
sp175	200147	189627	238029	35819	439562	342769	131522	195561	377451	417814	15124	1501	532367	180868	424811	111057	360844	96673	157015	36710	147749	107143	33517	563561	223713	61370	339908	482977	345422	393741	165026	18132	400790	68758	486518	492208	320632	338567	364781	418625	384339	135324	316869	34998	0	197045	349810	257763	229412	27646
sp176	62734	57106	144350	158938	0	0	49657	99554	0	29	155632	177113	5	33780	24	150912	24957	55801	22009	167469	98497	105459	91	0	149099	105	11138	440	0	0	119275	55479	0	66973	0	20926	11424	0	0	80828	8	0	128343	148130	159908	52	108121	103029	0	177303
sp177	10	50233	16058	47550	0	0	96775	66	1	1	0	733	0	0	0	68215	0	0	87535	33072	0	0	0	0	45914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54040	0	22836	14880	116387	0	14168	0	37657	0	0
sp178	0	0	127	104065	0	0	0	35983	0	0	110911	0	0	40997	0	53	0	0	13605	1	68427	153254	46627	0	0	20	0	0	0	0	0	138467	0	156139	0	0	0	0	0	0	0	0	0	0	119479	0	0	0	2122	163256
sp179	0	0	0	24	0	0	0	0	2	0	151253	0	0	82387	0	0	0	19076	20709	86898	102985	154771	108392	0	0	109506	0	0	0	0	29955	199632	0	34493	0	0	0	0	0	0	0	0	0	114528	139444	24	0	0	0	101035
sp180	55650	0	0	0	0	0	1051	5	966	10292	1	0	30989	110389	4355	0	10008	59561	39502	0	171126	0	137842	41605	16	138800	15	113726	10550	0	0	77851	36155	116470	72490	0	0	57805	60808	8	41749	33474	0	0	94611	0	0	27066	113520	0
sp181	38692	125140	0	79	273	0	28870	46189	0	72613	8290	0	129057	59067	135221	0	59653	646	57355	90	0	0	0	16495	36408	0	159114	2	0	0	0	26385	81440	77196	88104	0	0	0	0	70746	36588	130522	31987	0	24066	512	4862	139991	0	0
sp182	11493	6928	68841	45	66969	111519	58758	26296	97568	66298	110335	97696	0	126669	0	101737	70682	72531	1	1998	1794	4718	44491	90445	44527	39802	0	17023	79928	109627	103976	84830	0	3574	0	130120	5	137791	34643	0	0	0	25225	105855	2	50819	84819	0	119119	113091
sp183	117636	0	143171	66419	153246	152129	16112	100560	208291	94827	200666	181893	891	9909	30726	145502	136590	156981	97203	124052	4418	142876	21757	103871	61917	53985	2111	92613	45631	194437	169466	6693	130214	35797	0	173799	88974	59557	135952	128591	138325	116	121143	88309	20152	74262	170965	0	105665	162663
sp184	80207	0	130835	56045	49	0	0	0	0	0	0	0	0	0	6	0	0	109881	0	0	88348	104599	173599	0	0	157725	0	50089	68627	0	108823	0	0	13146	0	0	0	0	143517	0	0	0	0	154720	0	111604	33594	0	130101	0
sp185	165103	192001	0	143608	83043	0	185690	0	16217	55722	138853	153848	98396	119079	0	134416	0	1	190077	0	190293	0	162655	78103	2213	0	1391	91513	123575	79528	39206	2770	9022	171988	0	16	0	0	90784	97	130387	0	47464	15246	0	81769	6	169848	139883	0
sp186	5957	0	24187	0	0	131988	0	0	0	0	120297	0	0	0	0	154251	0	0	1224	15620	0	0	0	98863	14805	0	8269	0	0	0	816	0	0	0	0	99680	40730	138125	0	0	0	0	0	0	0	0	0	0	0	0
sp187	92582	125528	108270	15763	69143	1	10891	103408	95158	11152	744	25712	26298	15705	132677	30346	79721	60	5	34090	33087	82356	81378	42219	130342	55890	73630	50546	1	160321	3334	138827	0	47408	0	103785	89651	47400	46082	88129	23661	79974	159922	51142	57590	95758	292	0	116678	157252
sp188	2	111838	0	152586	95901	0	190992	76515	182670	135478	0	26950	120009	157044	92397	84	136359	106107	192896	131457	1	0	0	105551	129759	0	191534	53	90003	109331	50995	158520	96179	101744	163371	17970	18890	101242	69887	14219	64577	78696	178193	0	112622	0	43625	17295	13	193185
sp189	53481	108149	109012	197292	22824	0	15212	117476	162477	9704	42531	81976	104449	171463	125780	0	0	174353	0	0	56538	139146	106719	0	102115	180566	162125	168866	78069	37570	162758	117548	116646	111438	0	0	0	0	96954	88197	28567	66813	0	126472	40118	84486	55642	151165	0	0
sp190	0	0	0	0	0	0	0	0	0	7	5778	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75663	0	0	0	80	0	51018	0	0	0	0
sp191	51036	6742	80207	0	0	0	134606	97353	28165	152356	0	0	54746	0	0	0	86605	39458	196608	100097	0	0	0	76262	0	11302	0	13650	81691	129313	0	1	0	91299	139826	0	0	0	0	11759	139064	121571	211134	94850	0	1	132363	0	118236	119676
sp192	0	0	118689	0	0	17692	100571	37462	17330	0	0	0	164469	102335	15563	3	169664	46090	0	121759	59654	71098	11928	0	0	72275	3502	57436	118530	854	107382	36869	160021	0	11817	14	90932	0	3	50442	0	0	119253	0	28475	0	0	38603	0	103919
sp193	117370	117139	44988	13	40292	100047	23624	115849	4644	69	133971	116252	67758	137193	0	160838	137273	40800	131326	6675	113121	50174	56235	131188	151247	54240	189058	117056	4878	67213	113651	99984	12509	127303	39415	178400	25397	155235	86006	143677	94654	32441	1686	113219	106501	111047	87688	22840	115228	150414
sp194	0	119531	0	0	0	67046	0	0	111593	0	0	131748	0	0	0	0	61315	0	0	109390	0	30950	66220	0	94334	0	0	0	0	36758	58106	0	185172	55657	0	1082	99282	0	32416	0	0	0	264	0	98472	0	0	151509	0	0
sp195	71217	173940	38293	8586	129961	14	122622	132857	183394	6233	0	145423	55303	0	117211	0	45499	46367	2854	0	56984	144179	79994	3	51061	46971	61068	176820	158269	2366	51972	169810	118611	140074	35295	0	65711	3	42316	91537	127338	38615	162457	74794	73927	107704	85156	42324	76482	133168
sp196	171095	0	96164	169419	0	0	0	145575	0	2443	101540	0	0	11044	18524	88032	0	157928	0	87	14615	77784	140108	185274	0	140074	187445	4701	0	590	0	137726	0	0	79	0	0	28646	0	73863	104386	176647	46832	160780	0	88722	112412	0	189793	0
sp197	0	124739	0	0	174619	53687	5	0	180311	0	1	0	0	0	0	0	0	0	54983	0	4934	0	0	0	158091	0	0	108570	0	69010	0	0	0	0	0	190278	0	0	119951	2	66	0	0	0	135488	0	0	0	0	0
sp198	35707	78666	57685	155325	134097	110685	79036	0	23323	123839	11262	6002	43114	66674	90171	6901	35106	7254	138013	57	9	68850	12510	141196	77488	62502	13	56688	107530	107737	43639	143799	1	71784	107476	115198	101151	107728	140182	0	132685	97680	0	140850	150084	83	8402	64497	1847	0
sp199	90151	69684	63153	63160	24963	21139	308	63632	1	157775	81048	24524	140012	32147	170508	136562	71679	23524	0	4262	42044	45386	40552	28568	1521	169137	143861	41131	31109	1108	127785	84860	7503	17220	125157	0	30065	13	0	6358	162588	35420	0	103874	0	171972	89284	0	77707	64976
sp200	21324	28745	165084	142813	60115	101655	51704	159741	4557	33109	190	98781	7219	156198	0	40501	3	35813	129223	32595	402	42351	110726	89684	40164	18938	82664	1915	101165	29166	1	47024	6666	138247	151887	7966	37931	80664	18000	9663	0	80091	195092	308	86314	0	112913	194458	7	86179
