	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8	sp9	sp10	sp11	sp12	sp13	sp14	sp15	sp16	sp17	sp18	sp19	sp20	sp21	sp22	sp23	sp24	sp25	sp26	sp27	sp28	sp29	sp30	sp31	sp32	sp33	sp34	sp35	sp36	sp37	sp38	sp39	sp40	sp41	sp42	sp43	sp44	sp45	sp46	sp47	sp48	sp49	sp50	sp51	sp52	sp53	sp54	sp55	sp56	sp57	sp58	sp59	sp60	sp61	sp62	sp63	sp64	sp65	sp66	sp67	sp68	sp69	sp70	sp71	sp72	sp73	sp74	sp75	sp76	sp77	sp78	sp79	sp80	sp81	sp82	sp83	sp84	sp85	sp86	sp87	sp88	sp89	sp90	sp91	sp92	sp93	sp94	sp95	sp96	sp97	sp98	sp99	sp100
sp54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.344596138423553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.196174363476557	0	0	0	0	-0.188041681319354	0.399171334758778	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp55	0	0	-0.40113267053589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.183268124611368	0	0	0	0	-0.0132318549793097	0	0	-0.5	-0.0822446889071003	0	0	-0.0159211415771791	-0.39549441545757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp56	0	0	0	-0.362719375768602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.355541361880188	0	0	0	0	0	0	0.262385372619447	-0.5	0	0	0	-0.344172598034986	-0.027658307960697	-0.492194078754853	0	-0.224878348000958	0	-0.202654703934046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.429827255409542	0	0	0	0	0
sp57	0	0	0	0	0	0	0	0	0	0	0	0	-0.311688636929365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149462242393366	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.409445687362878	0	0	-0.113858487682124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.200540327561197	0	0	0	0	0	-0.187782482667109	0	0	0	-0.479191862615091	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.308054496027299	-0.356238242538627	0	0	0	0	0	-0.5	-0.22845596806641	0	0	-0.383716277055331	0	0	0	0	0	-0.00956695566892158	-0.359125205966339	0	-0.140985976598826	0	0	-0.431632496263206	0	0	-0.262190307980767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.349311626467763	0	0	0	0	-0.214708230892778	0	0	-0.101607155839256	0	0	0	-0.194499082945709	-0.5	0	0	0	-0.218431782794518	0	0	0	0	0	0	0	-0.209645817925492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11048939064512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0195489411142492	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30411553084485	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.400774108038677	-0.341222871356709	0	-0.337907421501575	-0.347630897692405	0	0	-0.230137904044511	0	-0.194667817526341	0	-0.43058717673071	-0.119189562746724	-0.488886234975476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.482930858679442	0	-0.486565713425984	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.362778656175227	0	-0.5	-0.054189971661137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241683103655519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0409410313362768	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.316901088666937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326852910108687	0	0	-0.322516078957741	0	0	0	0	0	0	-0.5	-0.482079326618675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.164912759175175	0	0	0	0	0	0	0	-0.5	-0.0506328863820899	0	0	0	0	0	0	-0.269192173061403	-0.216887548137649	0	0	-0.0155997199470713	0.484338253121991	0	-0.44197663298551	0.311993861554032	-0.493194963796961	0	0	0	0	0	0	0	-0.429112969495202	-0.186865417308596	0	0	-0.165415243754755	-0.377529399784948	-0.364389389426385	-0.423969730055211	0
sp68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.302366410250689	0	0	-0.407717987807242	0	-0.299416847481907	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0195429414213891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp69	0	0	-0.224970411121449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.363182203796287	0	0	0	0	0	0	-0.5	-0.305746640444328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.275080548673908	0	0	0	0	0	0	-0.399170097521483	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp71	0	0	-0.367640699098066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0703390087783989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.344792809445132	0	0	0	0	0	0	0	0	0	0	0	0	-0.120897735536066	-0.5	0	0	-0.478708630882031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp72	0	0	0	-0.473604591189348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.205389992406848	-0.430281589130328	0	-0.256633755732167	0	0	0	0	0	0	0	0	0	-0.5	-0.200988753322563	0	0.345591863925375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp73	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0121757716686069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.383736385770179	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.285144497131996	0	0	-0.0728773202962754	0	0	0	0	-0.0965239491830673	0	0	0	-0.257734839533232	-0.126442281996231	0	-0.5	0	-0.230668923777062	-0.190281130531898	0	-0.189996615429539	0	0	0	-0.41956364097279	0	-0.28937175874366	0	0	0.12457087199705	0	0	0	0	0	0	0	0	0	0	0	0
sp75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.198588872802563	0	0	0	0	0	0	0	-0.5	-0.15012064599636	0	0	0	0	0	0	0	0	0	0	-0.328515064259626	0	0	0	0	0	0	0	0	0	0	0	0	0
sp76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16340481487208	0	0	-0.321245934037596	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.128794826897632	0	0	0	0	0	0	0	0	0	-0.5	0	0	0.000317950434910599	0	0.360566192542298	0.393038100712223	-0.171383074960553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.367338424844306	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395193759228007	0	0	0	0	0	0	-0.283817572123501	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp80	0	0	0	0	0	0	0	0	0	0	-0.401221904238574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.407301962459472	0	0	-0.229379594810477	0	0	-0.5	-0.106519583004168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0550211435549893	0	0	0	0	0	-0.0159328856692044	-0.5	-0.420145972176909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.442425589240887	0	0	0	0	0	0	0	0	0	0	0	0	-0.241370905310474	0	0	0	0	0	0	-0.409273858059226	0	0	-0.362256406997608	0	0	0	-0.182846214586776	-0.5	0	0	-0.0462692155170091	0	0	0	0	-0.238338414115976	0.491293307490216	0	0	0	0	0	0	0	0	0
sp83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.214728768938747	0	0	0	0	-0.430947938967848	0	0	0	0	0	0	0	0	0	-0.201625810274936	0	0	0	0	0	-0.5	0.347807264425305	0	0	-0.0682497282530414	0	0	0	0	0	0	0.103472842393611	-0.237615035299126	0	0	0	0	0
sp84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.118929977952579	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.457820709269948	0	0	0	0	-0.157870671077017	-0.41438838947295	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0201672731530271	0	0	0	0	0	0	-0.473936751568869	0	0	0	0	0	0	0	-0.207620309951354	-0.311538510383682	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20220988662624	-0.319150538454102	0	0	0	0	0	0	-0.150633595638406	0	0	0	-0.192729830121275	-0.5	0.241368914299046	0	0	0	0	0	0	0	0	0	0	0	0
sp88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.102773476666999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.274940291621815	-0.5	-0.204665036659588	0	-0.422753087382759	-0.17042750903117	0	0	-0.111216586411202	-0.484284607104252	0.360697697898364	0	0	0
sp89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00677260436537908	0	0	0	0	0	0	-0.239786360791991	0	0	0	0	0	0	0	0	-0.305132727093545	0	0	0	0	0	-0.5	0.338807049707028	0	0	-0.300147105724609	0	0	0	0	0	-0.433464152505642	0
sp90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.122019543760302	0	0	0	0	0	0	-0.403331903948518	-0.5	0	0	0	0	0	0	0	0	0	0
sp91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.488121072042861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.175022631977142	0	0	0	0	0	-0.452158044133082	0	0	-0.5	0	0	0	0	0	0	0	0	0
sp92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.283850044713153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.269931405465363	0	0	0	-0.5	0	0	0	0	0	0	0	0
sp93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.353451423854243	0	0	-0.0619893388547492	0	0	0	0	0	0	0	0	0	0	0	-0.229133540000091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.431408156201327	0	0	0	0	0	-0.14117747608958	0	0	0	-0.5	-0.189225582837379	0	-0.0469537751406268	-0.193817274044715	0	-0.21203305611081	0
sp94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.154832313831775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.230156051549658	0	0	0	0	0	-0.5	0	0	0	0	0	0
sp95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33622948349491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194877619467936	0	0	0	0	-0.415372906266104	0	0	0	0	0.397567121217323	0	-0.5	0	0	0	0	0
sp96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0362357818148471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0621994830505457	-0.327068810577774	0	0	0	-0.452694276257418	0	-0.196433362713344	-0.5	0	0	0	0
sp97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.494114105730453	0	0	0	-0.0251484319462697	0	0	-0.4147773602082	-0.5	-0.199429288586578	-0.37459014922837	0
sp98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.157112223195108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0313976151969796	0	0	0	-0.367137171923716	-0.5	0	0
sp99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400191840628879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36506363695421	0	0	0	-0.0570068177966564	0	0	0	0	0	-0.5	0
sp100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
